device_os,amt,gender,city,job,category,city_pop,age_group,job_age_group,hour_sin,hour_cos
other,165.01,M,Test City,Lawyer,Apparel,2716000,60+,Lawyer_60+,-1,-1.83880688453542e-16
macOS,257.53,F,Chicago,Lawyer,Electronics,2716000,16-30,Lawyer_16-30,-0.707106781186547,-0.707106781186548
Windows,454.97,F,Test City,Doctor,Groceries,2716000,60+,Doctor_60+,-0.965925826289068,-0.258819045102521
macOS,95.41,M,Chicago,Clerk,Electronics,2716000,16-30,Clerk_16-30,-0.707106781186548,0.707106781186547
macOS,112.7,F,Test City,Teacher,Groceries,2716000,60+,Teacher_60+,-0.5,-0.866025403784439
macOS,483.24,F,New York,Lawyer,Electronics,8419600,16-30,Lawyer_16-30,0.5,-0.866025403784439
Windows,144.82,F,Los Angeles,Engineer,Electronics,3979576,31-45,Engineer_31-45,-0.866025403784439,0.5
Windows,42.33,F,Test City,Lawyer,Entertainment,2716000,60+,Lawyer_60+,0,1
macOS,111.21,M,Phoenix,Clerk,Travel,1680992,60+,Clerk_60+,0,1
other,369.23,F,Test City,Doctor,Electronics,2716000,60+,Doctor_60+,0,1
macOS,400.13,M,Houston,Teacher,Entertainment,2328000,46-60,Teacher_46-60,0.866025403784439,0.5
macOS,229.67,M,Test City,Lawyer,Entertainment,2716000,31-45,Lawyer_31-45,-0.866025403784439,0.5
X11,166.71,M,Test City,Lawyer,Groceries,2716000,31-45,Lawyer_31-45,-1,-1.83880688453542e-16
Windows,386.44,M,Test City,Engineer,Entertainment,2716000,31-45,Engineer_31-45,-0.866025403784438,-0.5
Windows,353.59,F,Test City,Doctor,Apparel,2716000,31-45,Doctor_31-45,-0.866025403784439,0.5
other,436.79,M,New York,Artist,Travel,8419600,46-60,Artist_46-60,0.5,-0.866025403784439
Windows,269.43,M,Test City,Doctor,Travel,2716000,16-30,Doctor_16-30,0.5,0.866025403784439
other,28.66,F,Test City,Doctor,Groceries,2716000,60+,Doctor_60+,0,1
Linux,386.39,F,Phoenix,Teacher,Electronics,1680992,16-30,Teacher_16-30,-0.866025403784438,-0.5
other,205.76,M,Test City,Clerk,Electronics,2716000,46-60,Clerk_46-60,0.258819045102521,-0.965925826289068
Windows,9.72999999999999,F,Test City,Doctor,Travel,2716000,60+,Doctor_60+,-0.258819045102521,-0.965925826289068
macOS,359.38,F,Test City,Lawyer,Groceries,2716000,16-30,Lawyer_16-30,-0.866025403784439,0.5
Windows,124.94,F,Test City,Lawyer,Apparel,2716000,60+,Lawyer_60+,0,1
macOS,120.32,M,Test City,Clerk,Entertainment,2716000,31-45,Clerk_31-45,0.707106781186548,-0.707106781186547
other,271.38,F,Test City,Teacher,Electronics,2716000,46-60,Teacher_46-60,-0.965925826289068,-0.258819045102521
Linux,392.18,M,Test City,Doctor,Electronics,2716000,46-60,Doctor_46-60,-0.258819045102522,0.965925826289068
Linux,117.32,M,Test City,Engineer,Apparel,2716000,31-45,Engineer_31-45,0.866025403784439,-0.5
other,374.62,F,Test City,Lawyer,Travel,2716000,46-60,Lawyer_46-60,0.707106781186548,-0.707106781186547
Linux,280.39,M,Test City,Clerk,Apparel,2716000,46-60,Clerk_46-60,-0.5,-0.866025403784439
Linux,37.05,M,Test City,Engineer,Apparel,2716000,60+,Engineer_60+,0.965925826289068,0.258819045102521
X11,289.02,M,Test City,Teacher,Apparel,2716000,31-45,Teacher_31-45,-0.965925826289068,-0.258819045102521
X11,253.71,M,Test City,Teacher,Apparel,2716000,16-30,Teacher_16-30,1,6.15826833971767e-17
X11,228.02,F,Los Angeles,Nurse,Apparel,3979576,46-60,Nurse_46-60,0.707106781186548,-0.707106781186547
Linux,71.47,F,New York,Lawyer,Apparel,8419600,46-60,Lawyer_46-60,0.965925826289068,-0.258819045102521
Windows,265.3,M,Test City,Doctor,Groceries,2716000,31-45,Doctor_31-45,-0.965925826289069,0.25881904510252
macOS,308.33,M,Test City,Doctor,Travel,2716000,31-45,Doctor_31-45,-0.5,0.866025403784438
macOS,364.51,M,Los Angeles,Teacher,Apparel,3979576,60+,Teacher_60+,0.258819045102521,-0.965925826289068
other,445.32,F,Test City,Engineer,Electronics,2716000,46-60,Engineer_46-60,-0.965925826289069,0.25881904510252
macOS,255.99,M,Test City,Teacher,Electronics,2716000,60+,Teacher_60+,-0.258819045102522,0.965925826289068
Windows,113.79,F,Houston,Engineer,Entertainment,2328000,31-45,Engineer_31-45,0,1
Linux,178.15,F,Test City,Doctor,Travel,2716000,16-30,Doctor_16-30,-0.866025403784438,-0.5
other,451.3,F,Test City,Teacher,Electronics,2716000,60+,Teacher_60+,-0.707106781186548,0.707106781186547
macOS,54.1,M,Test City,Doctor,Apparel,2716000,46-60,Doctor_46-60,-0.5,0.866025403784438
X11,478.36,F,Test City,Lawyer,Electronics,2716000,46-60,Lawyer_46-60,0.5,0.866025403784439
Windows,424.24,F,Test City,Lawyer,Apparel,2716000,60+,Lawyer_60+,-0.707106781186548,0.707106781186547
Windows,339.01,M,Test City,Doctor,Travel,8419600,31-45,Doctor_31-45,1.22514845490862e-16,-1
Windows,433.99,F,Test City,Lawyer,Travel,2716000,46-60,Lawyer_46-60,-0.5,0.866025403784438
X11,303.94,F,New York,Teacher,Apparel,8419600,16-30,Teacher_16-30,-0.258819045102522,0.965925826289068
other,302.64,F,Chicago,Teacher,Travel,2716000,31-45,Teacher_31-45,1.22514845490862e-16,-1
Windows,261.33,F,Test City,Teacher,Electronics,2716000,46-60,Teacher_46-60,-0.5,0.866025403784438
other,468.33,M,Test City,Clerk,Groceries,2716000,60+,Clerk_60+,-0.258819045102522,0.965925826289068
Windows,2.73999999999998,M,Test City,Lawyer,Electronics,2716000,60+,Lawyer_60+,0.258819045102521,0.965925826289068
macOS,264.96,M,Test City,Doctor,Apparel,2716000,31-45,Doctor_31-45,1,6.15826833971767e-17
Windows,378.54,M,Test City,Clerk,Travel,2716000,16-30,Clerk_16-30,0,1
other,11.72,M,Test City,Engineer,Groceries,2716000,46-60,Engineer_46-60,0.258819045102521,0.965925826289068
macOS,491.78,M,Los Angeles,Clerk,Apparel,3979576,16-30,Clerk_16-30,-0.965925826289069,0.25881904510252
Linux,311.71,M,Test City,Teacher,Apparel,2716000,16-30,Teacher_16-30,0,1
other,409.24,F,Test City,Teacher,Apparel,2716000,60+,Teacher_60+,-0.707106781186548,0.707106781186547
Windows,190.63,F,Test City,Lawyer,Electronics,2716000,46-60,Lawyer_46-60,-0.707106781186547,-0.707106781186548
Windows,108.92,F,Test City,Lawyer,Apparel,2716000,60+,Lawyer_60+,0.965925826289068,-0.258819045102521
other,405.15,M,Phoenix,Nurse,Groceries,1680992,31-45,Nurse_31-45,-1,-1.83880688453542e-16
macOS,222.01,M,Chicago,Doctor,Entertainment,2716000,46-60,Doctor_46-60,0.866025403784439,-0.5
other,415.27,M,Los Angeles,Engineer,Groceries,3979576,46-60,Engineer_46-60,-0.707106781186547,-0.707106781186548
macOS,317,F,Phoenix,Engineer,Groceries,1680992,46-60,Engineer_46-60,0.258819045102521,0.965925826289068
macOS,437.25,M,Test City,Lawyer,Groceries,2716000,60+,Lawyer_60+,-0.866025403784438,-0.5
Windows,221.9,M,Houston,Doctor,Travel,2328000,60+,Doctor_60+,-0.707106781186547,-0.707106781186548
macOS,356.91,F,Chicago,Clerk,Travel,2716000,31-45,Clerk_31-45,-1,-1.83880688453542e-16
macOS,125.58,M,Houston,Engineer,Electronics,2328000,31-45,Engineer_31-45,0,1
macOS,84.93,F,New York,Lawyer,Groceries,8419600,46-60,Lawyer_46-60,-0.866025403784438,-0.5
macOS,65.61,M,Test City,Teacher,Apparel,2716000,31-45,Teacher_31-45,0.965925826289068,0.258819045102521
Windows,71.54,F,Test City,Doctor,Groceries,2716000,16-30,Doctor_16-30,-0.5,-0.866025403784439
macOS,327.73,M,New York,Nurse,Travel,8419600,46-60,Nurse_46-60,-0.5,0.866025403784438
Windows,61.4,M,Test City,Clerk,Apparel,2716000,16-30,Clerk_16-30,0.5,0.866025403784439
Windows,171.57,F,New York,Doctor,Travel,8419600,60+,Doctor_60+,0.707106781186548,-0.707106781186547
other,402.04,M,Chicago,Engineer,Electronics,2716000,31-45,Engineer_31-45,0,1
Windows,155.97,F,Test City,Lawyer,Electronics,2716000,16-30,Lawyer_16-30,0.866025403784439,-0.5
macOS,80.95,M,Los Angeles,Doctor,Travel,3979576,31-45,Doctor_31-45,1,6.15826833971767e-17
X11,472.53,F,Houston,Nurse,Travel,2328000,16-30,Nurse_16-30,0.866025403784439,-0.5
X11,20.77,M,Chicago,Artist,Groceries,2716000,60+,Artist_60+,0.866025403784439,0.5
Windows,492.98,M,Test City,Teacher,Electronics,3979576,60+,Teacher_60+,0.707106781186547,0.707106781186548
other,186.5,M,Test City,Lawyer,Entertainment,2716000,60+,Lawyer_60+,-0.5,-0.866025403784439
macOS,277.67,F,Test City,Teacher,Electronics,2716000,31-45,Teacher_31-45,0.965925826289068,0.258819045102521
other,462.32,F,Test City,Clerk,Travel,2716000,31-45,Clerk_31-45,0.707106781186548,-0.707106781186547
macOS,479.82,F,Test City,Doctor,Entertainment,2716000,60+,Doctor_60+,0.258819045102521,0.965925826289068
Windows,124.79,F,Test City,Engineer,Apparel,2716000,46-60,Engineer_46-60,-0.866025403784439,0.5
other,238.26,F,Chicago,Teacher,Apparel,2716000,46-60,Teacher_46-60,-1,-1.83880688453542e-16
macOS,303.94,M,New York,Engineer,Travel,8419600,31-45,Engineer_31-45,0.707106781186548,-0.707106781186547
Windows,259.61,M,Test City,Lawyer,Apparel,2716000,31-45,Lawyer_31-45,-0.258819045102521,-0.965925826289068
macOS,495.26,M,Test City,Doctor,Apparel,1680992,60+,Doctor_60+,-0.707106781186548,0.707106781186547
X11,349.87,M,Test City,Teacher,Electronics,2716000,60+,Teacher_60+,-1,-1.83880688453542e-16
macOS,111.91,M,Test City,Teacher,Entertainment,2716000,46-60,Teacher_46-60,-0.5,-0.866025403784439
other,19.75,F,Chicago,Artist,Travel,2716000,46-60,Artist_46-60,1,6.15826833971767e-17
other,9.38,F,Test City,Teacher,Apparel,2716000,31-45,Teacher_31-45,-0.965925826289068,-0.258819045102521
other,102.33,M,New York,Nurse,Groceries,8419600,46-60,Nurse_46-60,0.965925826289068,0.258819045102521
macOS,400.89,M,Test City,Lawyer,Entertainment,2716000,31-45,Lawyer_31-45,0.707106781186548,-0.707106781186547
macOS,63.42,M,Los Angeles,Doctor,Electronics,3979576,60+,Doctor_60+,0.5,-0.866025403784439
Windows,376.16,M,Test City,Clerk,Groceries,2716000,16-30,Clerk_16-30,0,1
X11,76.73,F,Test City,Clerk,Apparel,2716000,60+,Clerk_60+,0.965925826289068,-0.258819045102521
macOS,276.7,F,Houston,Nurse,Apparel,2328000,16-30,Nurse_16-30,-0.866025403784439,0.5
macOS,387.69,F,Test City,Engineer,Travel,2716000,60+,Engineer_60+,0.258819045102521,0.965925826289068
other,144.36,F,Test City,Clerk,Groceries,2716000,46-60,Clerk_46-60,-1,-1.83880688453542e-16
Windows,464.48,M,Phoenix,Artist,Electronics,1680992,46-60,Artist_46-60,-0.866025403784439,0.5
Windows,262.62,F,Test City,Doctor,Entertainment,2716000,60+,Doctor_60+,0,1
Windows,222.23,M,Test City,Lawyer,Apparel,2328000,60+,Lawyer_60+,-0.866025403784439,0.5
macOS,154.19,M,Test City,Teacher,Electronics,2716000,60+,Teacher_60+,-0.707106781186547,-0.707106781186548
Windows,300.84,F,Test City,Lawyer,Electronics,2716000,60+,Lawyer_60+,-0.707106781186547,-0.707106781186548
Windows,151.62,F,Test City,Engineer,Apparel,2716000,46-60,Engineer_46-60,-0.965925826289069,0.25881904510252
macOS,209.56,F,Test City,Doctor,Apparel,2716000,60+,Doctor_60+,0.5,0.866025403784439
X11,327.45,F,Test City,Lawyer,Apparel,2716000,46-60,Lawyer_46-60,0.5,0.866025403784439
other,323.35,F,Test City,Lawyer,Travel,2716000,60+,Lawyer_60+,-0.866025403784438,-0.5
X11,123.05,F,Test City,Clerk,Electronics,2716000,31-45,Clerk_31-45,-0.866025403784439,0.5
macOS,169.69,F,Test City,Engineer,Travel,2716000,60+,Engineer_60+,-0.5,0.866025403784438
macOS,124.36,M,Test City,Lawyer,Electronics,2716000,46-60,Lawyer_46-60,0.258819045102521,0.965925826289068
macOS,188.37,M,Test City,Engineer,Apparel,2716000,31-45,Engineer_31-45,0.866025403784439,0.5
Windows,253.44,F,Test City,Engineer,Travel,2716000,31-45,Engineer_31-45,1.22514845490862e-16,-1
Windows,394.92,M,Test City,Teacher,Entertainment,2716000,46-60,Teacher_46-60,-0.5,-0.866025403784439
macOS,212.04,M,Test City,Engineer,Electronics,2716000,31-45,Engineer_31-45,0.258819045102521,-0.965925826289068
other,333.59,M,Chicago,Nurse,Apparel,2716000,46-60,Nurse_46-60,0,1
Windows,92.89,F,Test City,Lawyer,Groceries,2716000,60+,Lawyer_60+,0,1
Windows,297.24,F,Test City,Lawyer,Electronics,2716000,60+,Lawyer_60+,-0.707106781186547,-0.707106781186548
Windows,159.56,M,Test City,Doctor,Electronics,2716000,31-45,Doctor_31-45,0.866025403784439,0.5
Windows,47.89,M,Test City,Teacher,Groceries,2716000,31-45,Teacher_31-45,-0.866025403784439,0.5
Linux,96.3,F,Test City,Lawyer,Travel,2716000,31-45,Lawyer_31-45,0.965925826289068,0.258819045102521
other,392.66,M,Phoenix,Artist,Apparel,1680992,46-60,Artist_46-60,0.5,-0.866025403784439
other,293.26,F,Test City,Teacher,Apparel,2716000,60+,Teacher_60+,-0.258819045102522,0.965925826289068
Windows,81.2,F,Houston,Engineer,Groceries,2328000,60+,Engineer_60+,1,6.15826833971767e-17
macOS,151.69,F,Test City,Doctor,Groceries,2716000,60+,Doctor_60+,-0.866025403784439,0.5
Linux,470.13,F,Test City,Doctor,Groceries,2716000,60+,Doctor_60+,-0.258819045102521,-0.965925826289068
other,254.19,F,Test City,Teacher,Apparel,2716000,46-60,Teacher_46-60,0.5,-0.866025403784439
X11,425.86,M,Chicago,Doctor,Apparel,2716000,31-45,Doctor_31-45,-0.866025403784438,-0.5
Windows,167.73,F,Chicago,Engineer,Apparel,2716000,31-45,Engineer_31-45,0.707106781186548,-0.707106781186547
macOS,462.4,M,Test City,Teacher,Electronics,1680992,60+,Teacher_60+,0.5,0.866025403784439
other,27.9,M,Houston,Clerk,Groceries,2328000,31-45,Clerk_31-45,-0.5,-0.866025403784439
Windows,328.01,M,Test City,Engineer,Electronics,2716000,46-60,Engineer_46-60,0.866025403784439,-0.5
Windows,249.14,F,Test City,Doctor,Travel,2716000,31-45,Doctor_31-45,0.707106781186548,-0.707106781186547
other,338.73,M,Los Angeles,Nurse,Entertainment,3979576,31-45,Nurse_31-45,0.965925826289068,-0.258819045102521
X11,478.93,F,Test City,Teacher,Travel,2716000,46-60,Teacher_46-60,0.258819045102521,0.965925826289068
other,420.84,M,Chicago,Clerk,Entertainment,2716000,16-30,Clerk_16-30,-0.707106781186548,0.707106781186547
macOS,457.8,M,Test City,Doctor,Groceries,2716000,46-60,Doctor_46-60,0.707106781186548,-0.707106781186547
macOS,452.77,F,Test City,Doctor,Apparel,2716000,31-45,Doctor_31-45,0.258819045102521,-0.965925826289068
macOS,272.88,M,Test City,Doctor,Travel,8419600,46-60,Doctor_46-60,0.866025403784439,-0.5
other,418.72,M,Test City,Lawyer,Entertainment,2716000,60+,Lawyer_60+,-0.5,-0.866025403784439
other,340.3,M,Test City,Engineer,Electronics,2716000,60+,Engineer_60+,0.866025403784439,0.5
Windows,439.5,F,Test City,Doctor,Apparel,2716000,60+,Doctor_60+,-0.258819045102521,-0.965925826289068
X11,258.06,M,Test City,Clerk,Apparel,2716000,46-60,Clerk_46-60,0.866025403784439,0.5
other,14.9,M,Chicago,Nurse,Apparel,2716000,16-30,Nurse_16-30,-0.707106781186547,-0.707106781186548
Windows,365.45,F,Test City,Engineer,Groceries,2716000,31-45,Engineer_31-45,-1,-1.83880688453542e-16
macOS,361.65,M,Test City,Clerk,Apparel,2716000,31-45,Clerk_31-45,-1,-1.83880688453542e-16
macOS,262.64,F,Test City,Lawyer,Groceries,2716000,46-60,Lawyer_46-60,1.22514845490862e-16,-1
Windows,19.19,M,Phoenix,Nurse,Apparel,1680992,16-30,Nurse_16-30,0.965925826289068,0.258819045102521
macOS,368.53,F,Phoenix,Clerk,Entertainment,1680992,60+,Clerk_60+,0.866025403784439,0.5
macOS,204.38,M,Chicago,Engineer,Groceries,2716000,31-45,Engineer_31-45,-0.5,0.866025403784438
other,55.28,M,Test City,Doctor,Groceries,2716000,46-60,Doctor_46-60,0.258819045102521,0.965925826289068
Windows,257.75,M,Test City,Clerk,Electronics,2716000,60+,Clerk_60+,-0.707106781186548,0.707106781186547
Windows,71.26,F,Test City,Clerk,Electronics,2328000,60+,Clerk_60+,-0.258819045102521,-0.965925826289068
X11,327.62,M,Test City,Clerk,Electronics,2716000,46-60,Clerk_46-60,1,6.15826833971767e-17
Linux,98.79,F,Houston,Engineer,Entertainment,2328000,60+,Engineer_60+,0.707106781186547,0.707106781186548
macOS,221.93,F,New York,Lawyer,Apparel,8419600,46-60,Lawyer_46-60,-0.707106781186547,-0.707106781186548
other,102.81,F,Chicago,Clerk,Electronics,2716000,60+,Clerk_60+,0.866025403784439,0.5
Windows,214.16,M,Test City,Engineer,Travel,2716000,31-45,Engineer_31-45,0.965925826289068,0.258819045102521
Windows,106.38,F,Test City,Teacher,Groceries,2716000,46-60,Teacher_46-60,0.965925826289068,-0.258819045102521
other,275.63,F,Test City,Doctor,Groceries,2716000,31-45,Doctor_31-45,-1,-1.83880688453542e-16
macOS,402.5,M,Test City,Teacher,Travel,3979576,60+,Teacher_60+,0,1
other,447.86,F,Test City,Doctor,Groceries,2716000,60+,Doctor_60+,1,6.15826833971767e-17
other,13.06,F,Test City,Lawyer,Electronics,2716000,31-45,Lawyer_31-45,0.866025403784439,-0.5
macOS,295.41,F,Test City,Clerk,Entertainment,2716000,60+,Clerk_60+,0.258819045102521,-0.965925826289068
other,202.39,F,Test City,Clerk,Groceries,2716000,46-60,Clerk_46-60,-0.707106781186548,0.707106781186547
macOS,13.69,F,Test City,Lawyer,Travel,2716000,46-60,Lawyer_46-60,-0.866025403784439,0.5
other,352.15,F,Chicago,Teacher,Travel,2716000,31-45,Teacher_31-45,-0.5,-0.866025403784439
other,227.53,M,Test City,Lawyer,Apparel,2716000,31-45,Lawyer_31-45,0,1
macOS,102.15,F,Test City,Engineer,Groceries,2716000,46-60,Engineer_46-60,-1,-1.83880688453542e-16
Windows,227.13,M,Test City,Lawyer,Electronics,2716000,60+,Lawyer_60+,-0.965925826289069,0.25881904510252
Windows,48.14,F,Test City,Teacher,Travel,2716000,60+,Teacher_60+,0,1
other,138.73,M,Test City,Clerk,Groceries,2716000,60+,Clerk_60+,0.258819045102521,0.965925826289068
macOS,475.61,F,Test City,Clerk,Travel,2716000,60+,Clerk_60+,1.22514845490862e-16,-1
Windows,385.48,F,Test City,Teacher,Apparel,2716000,31-45,Teacher_31-45,0,1
other,186.41,M,Test City,Teacher,Groceries,2716000,60+,Teacher_60+,-0.258819045102522,0.965925826289068
macOS,50.18,F,Test City,Engineer,Groceries,2716000,46-60,Engineer_46-60,0.707106781186548,-0.707106781186547
Linux,89.16,M,Phoenix,Lawyer,Groceries,1680992,46-60,Lawyer_46-60,-0.5,0.866025403784438
other,244.03,F,Test City,Doctor,Entertainment,2716000,31-45,Doctor_31-45,-0.5,0.866025403784438
other,145.14,F,Test City,Lawyer,Electronics,2716000,60+,Lawyer_60+,-0.707106781186548,0.707106781186547
Windows,95.58,F,Test City,Lawyer,Travel,2716000,31-45,Lawyer_31-45,1,6.15826833971767e-17
X11,383.85,M,Chicago,Nurse,Apparel,2716000,31-45,Nurse_31-45,0.866025403784439,0.5
Windows,483.39,F,Chicago,Lawyer,Electronics,2716000,46-60,Lawyer_46-60,-0.258819045102522,0.965925826289068
X11,426.77,F,Test City,Lawyer,Entertainment,2716000,60+,Lawyer_60+,0.5,0.866025403784439
X11,208.78,F,Test City,Lawyer,Entertainment,2716000,60+,Lawyer_60+,-0.866025403784438,-0.5
other,412.78,M,Test City,Engineer,Apparel,2716000,46-60,Engineer_46-60,-0.965925826289069,0.25881904510252
Windows,65.68,M,Test City,Clerk,Travel,2716000,46-60,Clerk_46-60,-0.5,0.866025403784438
other,268.15,M,Test City,Teacher,Electronics,2716000,31-45,Teacher_31-45,1.22514845490862e-16,-1
macOS,103.07,M,Test City,Clerk,Electronics,2716000,31-45,Clerk_31-45,0.965925826289068,-0.258819045102521
X11,359.51,M,Houston,Clerk,Travel,2328000,16-30,Clerk_16-30,0.258819045102521,-0.965925826289068
X11,489.27,F,Phoenix,Lawyer,Electronics,1680992,31-45,Lawyer_31-45,1,6.15826833971767e-17
Windows,436.64,F,Test City,Teacher,Electronics,2716000,60+,Teacher_60+,0.965925826289068,-0.258819045102521
Linux,413.21,F,Los Angeles,Lawyer,Travel,3979576,60+,Lawyer_60+,-0.5,-0.866025403784439
Windows,492.56,M,Test City,Lawyer,Entertainment,2716000,31-45,Lawyer_31-45,-0.258819045102521,-0.965925826289068
other,65.19,F,Test City,Doctor,Travel,2716000,46-60,Doctor_46-60,1.22514845490862e-16,-1
macOS,284.95,M,Test City,Doctor,Travel,2716000,16-30,Doctor_16-30,0.5,-0.866025403784439
other,324.5,M,Houston,Artist,Apparel,2328000,46-60,Artist_46-60,0.965925826289068,0.258819045102521
Windows,93.64,F,Houston,Artist,Entertainment,2328000,46-60,Artist_46-60,0.965925826289068,-0.258819045102521
other,39.21,M,Test City,Doctor,Groceries,2716000,60+,Doctor_60+,0.5,-0.866025403784439
X11,41.01,M,Chicago,Doctor,Apparel,2716000,60+,Doctor_60+,1,6.15826833971767e-17
Windows,344.23,F,Test City,Teacher,Electronics,2716000,60+,Teacher_60+,1,6.15826833971767e-17
Linux,38.42,F,Test City,Doctor,Groceries,2716000,46-60,Doctor_46-60,1.22514845490862e-16,-1
X11,130.78,F,Test City,Clerk,Travel,2716000,31-45,Clerk_31-45,0.5,0.866025403784439
Windows,247.26,F,Houston,Teacher,Travel,2328000,31-45,Teacher_31-45,-1,-1.83880688453542e-16
X11,220.17,M,Los Angeles,Clerk,Apparel,3979576,31-45,Clerk_31-45,-0.707106781186548,0.707106781186547
X11,477.88,F,Test City,Engineer,Entertainment,2716000,31-45,Engineer_31-45,-1,-1.83880688453542e-16
macOS,386.15,F,Test City,Doctor,Groceries,2716000,46-60,Doctor_46-60,1.22514845490862e-16,-1
macOS,465.01,M,Phoenix,Engineer,Groceries,1680992,46-60,Engineer_46-60,0.965925826289068,0.258819045102521
X11,95.63,F,Test City,Teacher,Travel,2716000,60+,Teacher_60+,-0.707106781186547,-0.707106781186548
macOS,63.38,F,Test City,Teacher,Travel,2716000,31-45,Teacher_31-45,0.965925826289068,-0.258819045102521
macOS,240.88,M,New York,Nurse,Groceries,8419600,31-45,Nurse_31-45,0.258819045102521,-0.965925826289068
macOS,179.87,F,Los Angeles,Doctor,Entertainment,3979576,31-45,Doctor_31-45,0.965925826289068,0.258819045102521
macOS,112.95,M,Test City,Doctor,Travel,1680992,60+,Doctor_60+,-0.5,0.866025403784438
Windows,52.95,F,Los Angeles,Engineer,Apparel,3979576,31-45,Engineer_31-45,-1,-1.83880688453542e-16
X11,332.52,M,Test City,Clerk,Apparel,2328000,16-30,Clerk_16-30,0.707106781186547,0.707106781186548
Windows,375.92,M,Test City,Teacher,Groceries,2716000,60+,Teacher_60+,-0.258819045102522,0.965925826289068
macOS,83.51,F,Test City,Clerk,Apparel,2716000,16-30,Clerk_16-30,0.707106781186548,-0.707106781186547
macOS,240.66,M,Test City,Engineer,Electronics,2716000,31-45,Engineer_31-45,-0.258819045102521,-0.965925826289068
macOS,159.46,F,Chicago,Doctor,Entertainment,2716000,46-60,Doctor_46-60,-0.965925826289068,-0.258819045102521
Windows,149.87,M,Test City,Lawyer,Entertainment,2328000,31-45,Lawyer_31-45,-0.258819045102521,-0.965925826289068
other,3.00999999999999,F,Test City,Lawyer,Entertainment,2716000,46-60,Lawyer_46-60,0.866025403784439,0.5
macOS,185.37,M,Test City,Teacher,Electronics,2716000,60+,Teacher_60+,-0.965925826289069,0.25881904510252
macOS,365.61,F,New York,Lawyer,Electronics,8419600,16-30,Lawyer_16-30,0.258819045102521,0.965925826289068
other,223.3,M,Test City,Teacher,Apparel,2716000,60+,Teacher_60+,0.866025403784439,0.5
macOS,82.97,M,Houston,Nurse,Groceries,2328000,46-60,Nurse_46-60,-0.866025403784438,-0.5
Windows,313.88,F,Test City,Engineer,Electronics,2716000,31-45,Engineer_31-45,1,6.15826833971767e-17
macOS,366.71,M,Test City,Lawyer,Groceries,2716000,60+,Lawyer_60+,-0.5,0.866025403784438
macOS,474.98,F,Test City,Doctor,Electronics,2716000,60+,Doctor_60+,-0.866025403784438,-0.5
other,175.49,M,Test City,Clerk,Electronics,2716000,31-45,Clerk_31-45,-0.707106781186547,-0.707106781186548
other,171.69,M,Chicago,Clerk,Entertainment,2716000,16-30,Clerk_16-30,-0.965925826289069,0.25881904510252
Windows,79.55,F,Test City,Doctor,Apparel,2716000,60+,Doctor_60+,1.22514845490862e-16,-1
macOS,468.56,M,Test City,Lawyer,Groceries,2716000,16-30,Lawyer_16-30,0.258819045102521,0.965925826289068
Linux,347.63,M,Test City,Clerk,Groceries,2716000,60+,Clerk_60+,0.5,-0.866025403784439
Linux,332.58,F,Test City,Doctor,Apparel,2716000,60+,Doctor_60+,1,6.15826833971767e-17
Windows,71.9,M,Test City,Engineer,Electronics,2716000,46-60,Engineer_46-60,-0.258819045102522,0.965925826289068
Windows,349.32,F,Test City,Lawyer,Travel,2716000,31-45,Lawyer_31-45,1.22514845490862e-16,-1
X11,335.35,M,Test City,Lawyer,Apparel,2716000,60+,Lawyer_60+,-0.707106781186548,0.707106781186547
macOS,496.08,F,Houston,Lawyer,Entertainment,2328000,46-60,Lawyer_46-60,-0.707106781186548,0.707106781186547
Windows,142.64,F,Test City,Lawyer,Groceries,2716000,46-60,Lawyer_46-60,-0.866025403784439,0.5
other,279.34,M,Test City,Doctor,Electronics,2716000,46-60,Doctor_46-60,0.866025403784439,0.5
Linux,385.89,M,Test City,Teacher,Groceries,2716000,31-45,Teacher_31-45,0.5,-0.866025403784439
Windows,197.27,F,Phoenix,Lawyer,Apparel,1680992,31-45,Lawyer_31-45,0.965925826289068,0.258819045102521
Windows,353.02,F,Test City,Doctor,Entertainment,1680992,60+,Doctor_60+,0.866025403784439,-0.5
other,315.87,M,Test City,Engineer,Apparel,2716000,46-60,Engineer_46-60,0.258819045102521,-0.965925826289068
other,232.48,M,Test City,Clerk,Travel,2716000,46-60,Clerk_46-60,0.258819045102521,-0.965925826289068
Windows,286.42,M,Test City,Teacher,Apparel,2716000,60+,Teacher_60+,-0.866025403784439,0.5
X11,241.63,M,New York,Doctor,Electronics,8419600,46-60,Doctor_46-60,-0.965925826289068,-0.258819045102521
Windows,490.59,F,Test City,Clerk,Groceries,2716000,31-45,Clerk_31-45,0.707106781186548,-0.707106781186547
Windows,131.97,M,Test City,Clerk,Groceries,2716000,60+,Clerk_60+,0.5,0.866025403784439
other,457.83,M,Chicago,Teacher,Electronics,2716000,46-60,Teacher_46-60,-0.866025403784438,-0.5
X11,278.16,M,Test City,Engineer,Groceries,2716000,31-45,Engineer_31-45,-1,-1.83880688453542e-16
other,167.29,F,Test City,Engineer,Entertainment,2716000,31-45,Engineer_31-45,-0.707106781186548,0.707106781186547
other,365.68,F,Test City,Lawyer,Travel,2716000,31-45,Lawyer_31-45,-0.707106781186548,0.707106781186547
X11,207.9,M,Houston,Teacher,Entertainment,2328000,31-45,Teacher_31-45,0.965925826289068,-0.258819045102521
